日期,连云港low,连云港high,连云港ave,青岛港low,青岛港high,青岛港ave,三门峡low,三门峡high,三门峡ave,滨州low,滨州high,滨州ave,吕梁low,吕梁high,吕梁ave,百色low,百色high,百色ave,贵阳low,贵阳high,贵阳ave,乌鲁木齐low,乌鲁木齐high,乌鲁木齐ave,内蒙古low,内蒙古high,内蒙古ave
2019-05-05,3000,3040,3020,3000,3040,3020,2740,2780,2760,2740,2780,2760,2760,2800,2780,2710,2750,2730,2710,2750,2730,3120,3160,3140,3020,3060,3040
2019-05-06,3000,3040,3020,3000,3040,3020,2780,2820,2800,2780,2820,2800,2800,2840,2820,2730,2770,2750,2730,2770,2750,3160,3200,3180,3060,3100,3080
2019-05-07,3000,3040,3020,3000,3040,3020,2780,2820,2800,2780,2820,2800,2800,2840,2820,2730,2770,2750,2730,2770,2750,3160,3200,3180,3060,3100,3080
2019-05-08,3000,3040,3020,3000,3040,3020,2780,2820,2800,2780,2820,2800,2800,2840,2820,2730,2770,2750,2730,2770,2750,3160,3200,3180,3060,3100,3080
2019-05-09,3000,3040,3020,3000,3040,3020,2780,2820,2800,2780,2820,2800,2800,2840,2820,2730,2770,2750,2730,2770,2750,3160,3200,3180,3060,3100,3080
2019-05-10,2900,2940,2920,2900,2940,2920,2800,2840,2820,2800,2840,2820,2830,2870,2850,2730,2770,2750,2730,2770,2750,3180,3220,3200,3100,3140,3120
2019-05-13,2900,2940,2920,2930,2970,2950,2830,2870,2850,2830,2870,2850,2860,2900,2880,2730,2770,2750,2730,2770,2750,3210,3250,3230,3130,3170,3150
2019-05-14,2900,2940,2920,2930,2970,2950,2880,2920,2900,2880,2920,2900,2900,2940,2920,2780,2820,2800,2780,2820,2800,3260,3330,3280,3160,3200,3180
2019-05-15,3000,3040,3020,3030,3070,3050,2980,3020,3000,2980,3020,3000,3000,3040,3020,2880,2920,2900,2880,2920,2900,3360,3430,3380,3260,3300,3280
2019-05-16,3050,3090,3070,3080,3120,3100,3030,3070,3050,3030,3070,3050,3050,3090,3070,2930,2970,2950,2930,2970,2950,3410,3470,3440,3310,3350,3330
2019-05-17,3050,3090,3070,3080,3120,3100,3030,3070,3050,3030,3070,3050,3050,3090,3070,2930,2970,2950,2930,2970,2950,3410,3470,3440,3310,3350,3330
2019-05-20,3050,3090,3070,3080,3120,3100,3130,3170,3150,3130,3170,3150,3150,3190,3170,2980,3020,3000,2980,3020,3000,3510,3570,3540,3410,3450,3430
2019-05-21,3050,3090,3070,3080,3120,3100,3130,3170,3150,3130,3170,3150,3150,3190,3170,3030,3070,3050,3030,3070,3050,3510,3570,3540,3410,3450,3430
2019-05-22,3050,3090,3070,3080,3120,3100,3130,3170,3150,3130,3170,3150,3150,3190,3170,3030,3070,3050,3030,3070,3050,3510,3570,3540,3410,3450,3430
2019-05-23,3050,3090,3070,3080,3120,3100,3130,3170,3150,3130,3170,3150,3150,3190,3170,3030,3070,3050,3080,3120,3100,3510,3570,3540,3410,3450,3430
2019-05-24,3050,3090,3070,3080,3120,3100,3130,3170,3150,3130,3170,3150,3150,3190,3170,3080,3120,3100,3080,3120,3100,3510,3570,3540,3410,3450,3430
2019-05-27,3050,3090,3070,3080,3120,3100,3130,3170,3150,3130,3170,3150,3150,3190,3170,3080,3120,3100,3080,3120,3100,3510,3570,3540,3410,3450,3430
2019-05-28,3050,3090,3070,3080,3120,3100,3130,3170,3150,3130,3170,3150,3150,3190,3170,3080,3120,3100,3080,3120,3100,3510,3570,3540,3410,3450,3430
2019-05-29,3050,3090,3070,3080,3120,3100,3130,3170,3150,3130,3170,3150,3150,3190,3170,3080,3120,3100,3080,3120,3100,3510,3570,3540,3410,3450,3430
均价,,,3030.5,,,3051.1,,,2991.1,,,2991.1,,,3012.1,,,2914.7,,,2917.4,,,3376.3,,,3273.2
